Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,source_dataset,source_record_id,reaction_id,reaction_group_id,record_class,is_control,ligand_raw,ligand,ligand_is_blank,base_raw,base,base_is_blank,solvent_1_raw,solvent_1,solvent_normalization_note,aqueous_cosolvent,organic_to_water_volume_ratio,catalyst,catalyst_equiv,ligand_equiv_reported,base_equiv_reported,reactant_1_equiv,reactant_1_mmol,reactant_2_equiv,temperature_c,residence_time_min,pressure_bar,flow_rate_ml_min,injection_volume_per_component_ul,reaction_segment_interval_s,reaction_environment,yield_percent,yield_observed,zero_yield,yield_type,measurement_method,product_mass_ion_count,substrate_smiles,product_smiles
5314,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,0,257184.390625,perera_suzuki_miyaura_2018,5314,PERERA_SM_5314,PERERA_SM_1g_2d,main_matrix,False,dppf,dppf,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,257184.390625,not_reported,not_reported
5315,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,0,209058.484375,perera_suzuki_miyaura_2018,5315,PERERA_SM_5315,PERERA_SM_1g_2d,main_matrix,False,Xantphos,Xantphos,False,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,209058.484375,not_reported,not_reported
5316,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,KOH,2.5,DMF,22.686721998969,9708617,perera_suzuki_miyaura_2018,5316,PERERA_SM_5316,PERERA_SM_1g_2d,main_matrix,False,None,NULL_COMPONENT,True,KOH,KOH,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,22.686721998969,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9708617.0,not_reported,not_reported
5317,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,27.8654430088563,6279264,perera_suzuki_miyaura_2018,5317,PERERA_SM_5317,PERERA_SM_1g_2d,main_matrix,False,P(tBu)3,P(tBu)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,27.8654430088563,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,6279264.0,not_reported,not_reported
5318,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,23.0006247643433,6076423.5,perera_suzuki_miyaura_2018,5318,PERERA_SM_5318,PERERA_SM_1g_2d,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,23.0006247643433,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,6076423.5,not_reported,not_reported
5319,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,18.545030867032,6527385.5,perera_suzuki_miyaura_2018,5319,PERERA_SM_5319,PERERA_SM_1g_2d,main_matrix,False,AmPhos,AmPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.545030867032,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,6527385.5,not_reported,not_reported
5320,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,25.3658142923221,5876713.5,perera_suzuki_miyaura_2018,5320,PERERA_SM_5320,PERERA_SM_1g_2d,main_matrix,False,P(Cy)3,P(Cy)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,25.3658142923221,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,5876713.5,not_reported,not_reported
5321,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,38.3959816871218,9643882,perera_suzuki_miyaura_2018,5321,PERERA_SM_5321,PERERA_SM_1g_2d,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,38.3959816871218,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9643882.0,not_reported,not_reported
5322,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,32.9062049591838,3897238.5,perera_suzuki_miyaura_2018,5322,PERERA_SM_5322,PERERA_SM_1g_2d,main_matrix,False,CataCXium A,CataCXium A,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,32.9062049591838,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,3897238.5,not_reported,not_reported
5323,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,0,1009647.8125,perera_suzuki_miyaura_2018,5323,PERERA_SM_5323,PERERA_SM_1g_2d,main_matrix,False,SPhos,SPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1009647.8125,not_reported,not_reported
5324,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,42.3481450987611,8597097,perera_suzuki_miyaura_2018,5324,PERERA_SM_5324,PERERA_SM_1g_2d,main_matrix,False,dtbpf,dtbpf,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,42.3481450987611,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,8597097.0,not_reported,not_reported
5325,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,91.2810818952801,9110363,perera_suzuki_miyaura_2018,5325,PERERA_SM_5325,PERERA_SM_1g_2d,main_matrix,False,XPhos,XPhos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,91.2810818952801,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9110363.0,not_reported,not_reported
5326,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,0,274657.40625,perera_suzuki_miyaura_2018,5326,PERERA_SM_5326,PERERA_SM_1g_2d,main_matrix,False,dppf,dppf,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,274657.40625,not_reported,not_reported
5327,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,0,297222.09375,perera_suzuki_miyaura_2018,5327,PERERA_SM_5327,PERERA_SM_1g_2d,main_matrix,False,Xantphos,Xantphos,False,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,297222.09375,not_reported,not_reported
5328,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,DMF,0,1361070.875,perera_suzuki_miyaura_2018,5328,PERERA_SM_5328,PERERA_SM_1g_2d,main_matrix,False,None,NULL_COMPONENT,True,LiOtBu,LiOtBu,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1361070.875,not_reported,not_reported
5329,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,0,1967354.5,perera_suzuki_miyaura_2018,5329,PERERA_SM_5329,PERERA_SM_1g_2d,main_matrix,False,P(tBu)3,P(tBu)3,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1967354.5,not_reported,not_reported
5330,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,54.4816612746565,13704093,perera_suzuki_miyaura_2018,5330,PERERA_SM_5330,PERERA_SM_1g_2d,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,54.4816612746565,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,13704093.0,not_reported,not_reported
5331,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,0,1088047.25,perera_suzuki_miyaura_2018,5331,PERERA_SM_5331,PERERA_SM_1g_2d,main_matrix,False,AmPhos,AmPhos,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1088047.25,not_reported,not_reported
5332,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,0,356678.9375,perera_suzuki_miyaura_2018,5332,PERERA_SM_5332,PERERA_SM_1g_2d,main_matrix,False,P(Cy)3,P(Cy)3,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,356678.9375,not_reported,not_reported
5333,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,0,704295,perera_suzuki_miyaura_2018,5333,PERERA_SM_5333,PERERA_SM_1g_2d,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,704295.0,not_reported,not_reported
5334,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,0,234000.1875,perera_suzuki_miyaura_2018,5334,PERERA_SM_5334,PERERA_SM_1g_2d,main_matrix,False,CataCXium A,CataCXium A,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,234000.1875,not_reported,not_reported
5335,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,0,768682.25,perera_suzuki_miyaura_2018,5335,PERERA_SM_5335,PERERA_SM_1g_2d,main_matrix,False,SPhos,SPhos,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,768682.25,not_reported,not_reported
5336,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,0,143574.765625,perera_suzuki_miyaura_2018,5336,PERERA_SM_5336,PERERA_SM_1g_2d,main_matrix,False,dtbpf,dtbpf,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,143574.765625,not_reported,not_reported
5337,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,0,13571.5986328125,perera_suzuki_miyaura_2018,5337,PERERA_SM_5337,PERERA_SM_1g_2d,main_matrix,False,XPhos,XPhos,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,13571.5986328125,not_reported,not_reported
5338,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,0,13038.701171875,perera_suzuki_miyaura_2018,5338,PERERA_SM_5338,PERERA_SM_1g_2d,main_matrix,False,dppf,dppf,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,13038.701171875,not_reported,not_reported
5339,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,0,35994.70703125,perera_suzuki_miyaura_2018,5339,PERERA_SM_5339,PERERA_SM_1g_2d,main_matrix,False,Xantphos,Xantphos,False,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,35994.70703125,not_reported,not_reported
5340,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,DMF,0,232783.75,perera_suzuki_miyaura_2018,5340,PERERA_SM_5340,PERERA_SM_1g_2d,main_matrix,False,None,NULL_COMPONENT,True,NaHCO3,NaHCO3,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,232783.75,not_reported,not_reported
5341,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,26.8584370045693,4798012.5,perera_suzuki_miyaura_2018,5341,PERERA_SM_5341,PERERA_SM_1g_2d,main_matrix,False,P(tBu)3,P(tBu)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,26.8584370045693,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,4798012.5,not_reported,not_reported
5342,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,50.1213576439423,11539803,perera_suzuki_miyaura_2018,5342,PERERA_SM_5342,PERERA_SM_1g_2d,main_matrix,False,P(Ph)3 ,P(Ph)3 ,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,50.1213576439423,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,11539803.0,not_reported,not_reported
5343,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,0,1210337.5,perera_suzuki_miyaura_2018,5343,PERERA_SM_5343,PERERA_SM_1g_2d,main_matrix,False,AmPhos,AmPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,1210337.5,not_reported,not_reported
5344,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,18.6259604743037,4169637.5,perera_suzuki_miyaura_2018,5344,PERERA_SM_5344,PERERA_SM_1g_2d,main_matrix,False,P(Cy)3,P(Cy)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,18.6259604743037,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,4169637.5,not_reported,not_reported
5345,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,41.5703172510417,9597887,perera_suzuki_miyaura_2018,5345,PERERA_SM_5345,PERERA_SM_1g_2d,main_matrix,False,P(o-Tol)3,P(o-Tol)3,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,41.5703172510417,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,9597887.0,not_reported,not_reported
5346,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,33.1615774149796,4292497.5,perera_suzuki_miyaura_2018,5346,PERERA_SM_5346,PERERA_SM_1g_2d,main_matrix,False,CataCXium A,CataCXium A,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,33.1615774149796,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,4292497.5,not_reported,not_reported
5347,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,23.1331439935014,5245311.5,perera_suzuki_miyaura_2018,5347,PERERA_SM_5347,PERERA_SM_1g_2d,main_matrix,False,SPhos,SPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,23.1331439935014,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,5245311.5,not_reported,not_reported
5348,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,37.3640469215065,7485330,perera_suzuki_miyaura_2018,5348,PERERA_SM_5348,PERERA_SM_1g_2d,main_matrix,False,dtbpf,dtbpf,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,37.3640469215065,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,7485330.0,not_reported,not_reported
5349,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,33.2712375657057,6554453.5,perera_suzuki_miyaura_2018,5349,PERERA_SM_5349,PERERA_SM_1g_2d,main_matrix,False,XPhos,XPhos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,33.2712375657057,True,False,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,6554453.5,not_reported,not_reported
5350,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,0,175234.09375,perera_suzuki_miyaura_2018,5350,PERERA_SM_5350,PERERA_SM_1g_2d,main_matrix,False,dppf,dppf,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,175234.09375,not_reported,not_reported
5351,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,0,278610.375,perera_suzuki_miyaura_2018,5351,PERERA_SM_5351,PERERA_SM_1g_2d,main_matrix,False,Xantphos,Xantphos,False,Et3N,Et3N,False,DMF,DMF,original_label,H2O,9:1,Pd(OAc)2,0.0625,0.125,2.5,1,0.0004,1,100.0,1.0,100.0,1.0,1.0,45.0,glovebox; O2 <20 ppm; H2O <20 ppm,0.0,True,True,lc_ms_uv_area_percent_reported,UPLC-MS/DAD; UV area percent,278610.375,not_reported,not_reported
